"","date","GSPC.Adjusted"
"2529","2000-01-03",1455.219971
"2530","2000-01-04",1399.420044
"2531","2000-01-05",1402.109985
"2532","2000-01-06",1403.449951
"2533","2000-01-07",1441.469971
"2534","2000-01-10",1457.599976
"2535","2000-01-11",1438.560059
"2536","2000-01-12",1432.25
"2537","2000-01-13",1449.680054
"2538","2000-01-14",1465.150024
"2539","2000-01-18",1455.140015
"2540","2000-01-19",1455.900024
"2541","2000-01-20",1445.569946
"2542","2000-01-21",1441.359985
"2543","2000-01-24",1401.530029
"2544","2000-01-25",1410.030029
"2545","2000-01-26",1404.089966
"2546","2000-01-27",1398.560059
"2547","2000-01-28",1360.160034
"2548","2000-01-31",1394.459961
"2549","2000-02-01",1409.280029
"2550","2000-02-02",1409.119995
"2551","2000-02-03",1424.969971
"2552","2000-02-04",1424.369995
"2553","2000-02-07",1424.23999
"2554","2000-02-08",1441.719971
"2555","2000-02-09",1411.709961
"2556","2000-02-10",1416.829956
"2557","2000-02-11",1387.119995
"2558","2000-02-14",1389.939941
"2559","2000-02-15",1402.050049
"2560","2000-02-16",1387.670044
"2561","2000-02-17",1388.26001
"2562","2000-02-18",1346.089966
"2563","2000-02-22",1352.170044
"2564","2000-02-23",1360.689941
"2565","2000-02-24",1353.430054
"2566","2000-02-25",1333.359985
"2567","2000-02-28",1348.050049
"2568","2000-02-29",1366.420044
"2569","2000-03-01",1379.189941
"2570","2000-03-02",1381.76001
"2571","2000-03-03",1409.170044
"2572","2000-03-06",1391.280029
"2573","2000-03-07",1355.619995
"2574","2000-03-08",1366.699951
"2575","2000-03-09",1401.689941
"2576","2000-03-10",1395.069946
"2577","2000-03-13",1383.619995
"2578","2000-03-14",1359.150024
"2579","2000-03-15",1392.140015
"2580","2000-03-16",1458.469971
"2581","2000-03-17",1464.469971
"2582","2000-03-20",1456.630005
"2583","2000-03-21",1493.869995
"2584","2000-03-22",1500.640015
"2585","2000-03-23",1527.349976
"2586","2000-03-24",1527.459961
"2587","2000-03-27",1523.859985
"2588","2000-03-28",1507.72998
"2589","2000-03-29",1508.52002
"2590","2000-03-30",1487.920044
"2591","2000-03-31",1498.579956
"2592","2000-04-03",1505.969971
"2593","2000-04-04",1494.72998
"2594","2000-04-05",1487.369995
"2595","2000-04-06",1501.339966
"2596","2000-04-07",1516.349976
"2597","2000-04-10",1504.459961
"2598","2000-04-11",1500.589966
"2599","2000-04-12",1467.170044
"2600","2000-04-13",1440.51001
"2601","2000-04-14",1356.560059
"2602","2000-04-17",1401.439941
"2603","2000-04-18",1441.609985
"2604","2000-04-19",1427.469971
"2605","2000-04-20",1434.540039
"2606","2000-04-24",1429.859985
"2607","2000-04-25",1477.439941
"2608","2000-04-26",1460.98999
"2609","2000-04-27",1464.920044
"2610","2000-04-28",1452.430054
"2611","2000-05-01",1468.25
"2612","2000-05-02",1446.290039
"2613","2000-05-03",1415.099976
"2614","2000-05-04",1409.569946
"2615","2000-05-05",1432.630005
"2616","2000-05-08",1424.170044
"2617","2000-05-09",1412.140015
"2618","2000-05-10",1383.050049
"2619","2000-05-11",1407.810059
"2620","2000-05-12",1420.959961
"2621","2000-05-15",1452.359985
"2622","2000-05-16",1466.040039
"2623","2000-05-17",1447.800049
"2624","2000-05-18",1437.209961
"2625","2000-05-19",1406.949951
"2626","2000-05-22",1400.719971
"2627","2000-05-23",1373.859985
"2628","2000-05-24",1399.050049
"2629","2000-05-25",1381.52002
"2630","2000-05-26",1378.02002
"2631","2000-05-30",1422.449951
"2632","2000-05-31",1420.599976
"2633","2000-06-01",1448.810059
"2634","2000-06-02",1477.26001
"2635","2000-06-05",1467.630005
"2636","2000-06-06",1457.839966
"2637","2000-06-07",1471.359985
"2638","2000-06-08",1461.670044
"2639","2000-06-09",1456.949951
"2640","2000-06-12",1446
"2641","2000-06-13",1469.439941
"2642","2000-06-14",1470.540039
"2643","2000-06-15",1478.72998
"2644","2000-06-16",1464.459961
"2645","2000-06-19",1486
"2646","2000-06-20",1475.949951
"2647","2000-06-21",1479.130005
"2648","2000-06-22",1452.180054
"2649","2000-06-23",1441.47998
"2650","2000-06-26",1455.310059
"2651","2000-06-27",1450.550049
"2652","2000-06-28",1454.819946
"2653","2000-06-29",1442.390015
"2654","2000-06-30",1454.599976
"2655","2000-07-03",1469.540039
"2656","2000-07-05",1446.22998
"2657","2000-07-06",1456.670044
"2658","2000-07-07",1478.900024
"2659","2000-07-10",1475.619995
"2660","2000-07-11",1480.880005
"2661","2000-07-12",1492.920044
"2662","2000-07-13",1495.839966
"2663","2000-07-14",1509.97998
"2664","2000-07-17",1510.48999
"2665","2000-07-18",1493.73999
"2666","2000-07-19",1481.959961
"2667","2000-07-20",1495.569946
"2668","2000-07-21",1480.189941
"2669","2000-07-24",1464.290039
"2670","2000-07-25",1474.469971
"2671","2000-07-26",1452.420044
"2672","2000-07-27",1449.619995
"2673","2000-07-28",1419.890015
"2674","2000-07-31",1430.829956
"2675","2000-08-01",1438.099976
"2676","2000-08-02",1438.699951
"2677","2000-08-03",1452.560059
"2678","2000-08-04",1462.930054
"2679","2000-08-07",1479.319946
"2680","2000-08-08",1482.800049
"2681","2000-08-09",1472.869995
"2682","2000-08-10",1460.25
"2683","2000-08-11",1471.839966
"2684","2000-08-14",1491.560059
"2685","2000-08-15",1484.430054
"2686","2000-08-16",1479.849976
"2687","2000-08-17",1496.069946
"2688","2000-08-18",1491.719971
"2689","2000-08-21",1499.47998
"2690","2000-08-22",1498.130005
"2691","2000-08-23",1505.969971
"2692","2000-08-24",1508.310059
"2693","2000-08-25",1506.449951
"2694","2000-08-28",1514.089966
"2695","2000-08-29",1509.839966
"2696","2000-08-30",1502.589966
"2697","2000-08-31",1517.680054
"2698","2000-09-01",1520.77002
"2699","2000-09-05",1507.079956
"2700","2000-09-06",1492.25
"2701","2000-09-07",1502.51001
"2702","2000-09-08",1494.5
"2703","2000-09-11",1489.26001
"2704","2000-09-12",1481.98999
"2705","2000-09-13",1484.910034
"2706","2000-09-14",1480.869995
"2707","2000-09-15",1465.810059
"2708","2000-09-18",1444.51001
"2709","2000-09-19",1459.900024
"2710","2000-09-20",1451.339966
"2711","2000-09-21",1449.050049
"2712","2000-09-22",1448.719971
"2713","2000-09-25",1439.030029
"2714","2000-09-26",1427.209961
"2715","2000-09-27",1426.569946
"2716","2000-09-28",1458.290039
"2717","2000-09-29",1436.51001
"2718","2000-10-02",1436.22998
"2719","2000-10-03",1426.459961
"2720","2000-10-04",1434.319946
"2721","2000-10-05",1436.280029
"2722","2000-10-06",1408.98999
"2723","2000-10-09",1402.030029
"2724","2000-10-10",1387.02002
"2725","2000-10-11",1364.589966
"2726","2000-10-12",1329.780029
"2727","2000-10-13",1374.170044
"2728","2000-10-16",1374.619995
"2729","2000-10-17",1349.969971
"2730","2000-10-18",1342.130005
"2731","2000-10-19",1388.76001
"2732","2000-10-20",1396.930054
"2733","2000-10-23",1395.780029
"2734","2000-10-24",1398.130005
"2735","2000-10-25",1364.900024
"2736","2000-10-26",1364.439941
"2737","2000-10-27",1379.579956
"2738","2000-10-30",1398.660034
"2739","2000-10-31",1429.400024
"2740","2000-11-01",1421.219971
"2741","2000-11-02",1428.319946
"2742","2000-11-03",1426.689941
"2743","2000-11-06",1432.189941
"2744","2000-11-07",1431.869995
"2745","2000-11-08",1409.280029
"2746","2000-11-09",1400.140015
"2747","2000-11-10",1365.97998
"2748","2000-11-13",1351.26001
"2749","2000-11-14",1382.949951
"2750","2000-11-15",1389.810059
"2751","2000-11-16",1372.319946
"2752","2000-11-17",1367.719971
"2753","2000-11-20",1342.619995
"2754","2000-11-21",1347.349976
"2755","2000-11-22",1322.359985
"2756","2000-11-24",1341.77002
"2757","2000-11-27",1348.969971
"2758","2000-11-28",1336.089966
"2759","2000-11-29",1341.930054
"2760","2000-11-30",1314.949951
"2761","2000-12-01",1315.22998
"2762","2000-12-04",1324.969971
"2763","2000-12-05",1376.540039
"2764","2000-12-06",1351.459961
"2765","2000-12-07",1343.550049
"2766","2000-12-08",1369.890015
"2767","2000-12-11",1380.199951
"2768","2000-12-12",1371.180054
"2769","2000-12-13",1359.98999
"2770","2000-12-14",1340.930054
"2771","2000-12-15",1312.150024
"2772","2000-12-18",1322.73999
"2773","2000-12-19",1305.599976
"2774","2000-12-20",1264.73999
"2775","2000-12-21",1274.859985
"2776","2000-12-22",1305.949951
"2777","2000-12-26",1315.189941
"2778","2000-12-27",1328.920044
"2779","2000-12-28",1334.219971
"2780","2000-12-29",1320.280029
"2781","2001-01-02",1283.27002
"2782","2001-01-03",1347.560059
"2783","2001-01-04",1333.339966
"2784","2001-01-05",1298.349976
"2785","2001-01-08",1295.859985
"2786","2001-01-09",1300.800049
"2787","2001-01-10",1313.27002
"2788","2001-01-11",1326.819946
"2789","2001-01-12",1318.550049
"2790","2001-01-16",1326.650024
"2791","2001-01-17",1329.469971
"2792","2001-01-18",1347.969971
"2793","2001-01-19",1342.540039
"2794","2001-01-22",1342.900024
"2795","2001-01-23",1360.400024
"2796","2001-01-24",1364.300049
"2797","2001-01-25",1357.51001
"2798","2001-01-26",1354.949951
"2799","2001-01-29",1364.170044
"2800","2001-01-30",1373.72998
"2801","2001-01-31",1366.01001
"2802","2001-02-01",1373.469971
"2803","2001-02-02",1349.469971
"2804","2001-02-05",1354.310059
"2805","2001-02-06",1352.26001
"2806","2001-02-07",1340.890015
"2807","2001-02-08",1332.530029
"2808","2001-02-09",1314.76001
"2809","2001-02-12",1330.310059
"2810","2001-02-13",1318.800049
"2811","2001-02-14",1315.920044
"2812","2001-02-15",1326.609985
"2813","2001-02-16",1301.530029
"2814","2001-02-20",1278.939941
"2815","2001-02-21",1255.27002
"2816","2001-02-22",1252.819946
"2817","2001-02-23",1245.859985
"2818","2001-02-26",1267.650024
"2819","2001-02-27",1257.939941
"2820","2001-02-28",1239.939941
"2821","2001-03-01",1241.22998
"2822","2001-03-02",1234.180054
"2823","2001-03-05",1241.410034
"2824","2001-03-06",1253.800049
"2825","2001-03-07",1261.890015
"2826","2001-03-08",1264.73999
"2827","2001-03-09",1233.420044
"2828","2001-03-12",1180.160034
"2829","2001-03-13",1197.660034
"2830","2001-03-14",1166.709961
"2831","2001-03-15",1173.560059
"2832","2001-03-16",1150.530029
"2833","2001-03-19",1170.810059
"2834","2001-03-20",1142.619995
"2835","2001-03-21",1122.140015
"2836","2001-03-22",1117.579956
"2837","2001-03-23",1139.829956
"2838","2001-03-26",1152.689941
"2839","2001-03-27",1182.170044
"2840","2001-03-28",1153.290039
"2841","2001-03-29",1147.949951
"2842","2001-03-30",1160.329956
"2843","2001-04-02",1145.869995
"2844","2001-04-03",1106.459961
"2845","2001-04-04",1103.25
"2846","2001-04-05",1151.439941
"2847","2001-04-06",1128.430054
"2848","2001-04-09",1137.589966
"2849","2001-04-10",1168.380005
"2850","2001-04-11",1165.890015
"2851","2001-04-12",1183.5
"2852","2001-04-16",1179.680054
"2853","2001-04-17",1191.810059
"2854","2001-04-18",1238.160034
"2855","2001-04-19",1253.689941
"2856","2001-04-20",1242.97998
"2857","2001-04-23",1224.359985
"2858","2001-04-24",1209.469971
"2859","2001-04-25",1228.75
"2860","2001-04-26",1234.52002
"2861","2001-04-27",1253.050049
"2862","2001-04-30",1249.459961
"2863","2001-05-01",1266.439941
"2864","2001-05-02",1267.430054
"2865","2001-05-03",1248.579956
"2866","2001-05-04",1266.609985
"2867","2001-05-07",1263.51001
"2868","2001-05-08",1261.199951
"2869","2001-05-09",1255.540039
"2870","2001-05-10",1255.180054
"2871","2001-05-11",1245.670044
"2872","2001-05-14",1248.920044
"2873","2001-05-15",1249.439941
"2874","2001-05-16",1284.98999
"2875","2001-05-17",1288.48999
"2876","2001-05-18",1291.959961
"2877","2001-05-21",1312.829956
"2878","2001-05-22",1309.380005
"2879","2001-05-23",1289.050049
"2880","2001-05-24",1293.170044
"2881","2001-05-25",1277.890015
"2882","2001-05-29",1267.930054
"2883","2001-05-30",1248.079956
"2884","2001-05-31",1255.819946
"2885","2001-06-01",1260.670044
"2886","2001-06-04",1267.109985
"2887","2001-06-05",1283.569946
"2888","2001-06-06",1270.030029
"2889","2001-06-07",1276.959961
"2890","2001-06-08",1264.959961
"2891","2001-06-11",1254.390015
"2892","2001-06-12",1255.849976
"2893","2001-06-13",1241.599976
"2894","2001-06-14",1219.869995
"2895","2001-06-15",1214.359985
"2896","2001-06-18",1208.430054
"2897","2001-06-19",1212.579956
"2898","2001-06-20",1223.140015
"2899","2001-06-21",1237.040039
"2900","2001-06-22",1225.349976
"2901","2001-06-25",1218.599976
"2902","2001-06-26",1216.76001
"2903","2001-06-27",1211.069946
"2904","2001-06-28",1226.199951
"2905","2001-06-29",1224.380005
"2906","2001-07-02",1236.719971
"2907","2001-07-03",1234.449951
"2908","2001-07-05",1219.23999
"2909","2001-07-06",1190.589966
"2910","2001-07-09",1198.780029
"2911","2001-07-10",1181.52002
"2912","2001-07-11",1180.180054
"2913","2001-07-12",1208.140015
"2914","2001-07-13",1215.680054
"2915","2001-07-16",1202.449951
"2916","2001-07-17",1214.439941
"2917","2001-07-18",1207.709961
"2918","2001-07-19",1215.02002
"2919","2001-07-20",1210.849976
"2920","2001-07-23",1191.030029
"2921","2001-07-24",1171.650024
"2922","2001-07-25",1190.48999
"2923","2001-07-26",1202.930054
"2924","2001-07-27",1205.819946
"2925","2001-07-30",1204.52002
"2926","2001-07-31",1211.22998
"2927","2001-08-01",1215.930054
"2928","2001-08-02",1220.75
"2929","2001-08-03",1214.349976
"2930","2001-08-06",1200.47998
"2931","2001-08-07",1204.400024
"2932","2001-08-08",1183.530029
"2933","2001-08-09",1183.430054
"2934","2001-08-10",1190.160034
"2935","2001-08-13",1191.290039
"2936","2001-08-14",1186.72998
"2937","2001-08-15",1178.02002
"2938","2001-08-16",1181.660034
"2939","2001-08-17",1161.969971
"2940","2001-08-20",1171.410034
"2941","2001-08-21",1157.26001
"2942","2001-08-22",1165.310059
"2943","2001-08-23",1162.089966
"2944","2001-08-24",1184.930054
"2945","2001-08-27",1179.209961
"2946","2001-08-28",1161.51001
"2947","2001-08-29",1148.560059
"2948","2001-08-30",1129.030029
"2949","2001-08-31",1133.579956
"2950","2001-09-04",1132.939941
"2951","2001-09-05",1131.73999
"2952","2001-09-06",1106.400024
"2953","2001-09-07",1085.780029
"2954","2001-09-10",1092.540039
"2955","2001-09-17",1038.77002
"2956","2001-09-18",1032.73999
"2957","2001-09-19",1016.099976
"2958","2001-09-20",984.539978
"2959","2001-09-21",965.799988
"2960","2001-09-24",1003.450012
"2961","2001-09-25",1012.27002
"2962","2001-09-26",1007.039978
"2963","2001-09-27",1018.609985
"2964","2001-09-28",1040.939941
"2965","2001-10-01",1038.550049
"2966","2001-10-02",1051.329956
"2967","2001-10-03",1072.280029
"2968","2001-10-04",1069.630005
"2969","2001-10-05",1071.380005
"2970","2001-10-08",1062.439941
"2971","2001-10-09",1056.75
"2972","2001-10-10",1080.98999
"2973","2001-10-11",1097.430054
"2974","2001-10-12",1091.650024
"2975","2001-10-15",1089.97998
"2976","2001-10-16",1097.540039
"2977","2001-10-17",1077.089966
"2978","2001-10-18",1068.609985
"2979","2001-10-19",1073.47998
"2980","2001-10-22",1089.900024
"2981","2001-10-23",1084.780029
"2982","2001-10-24",1085.199951
"2983","2001-10-25",1100.089966
"2984","2001-10-26",1104.609985
"2985","2001-10-29",1078.300049
"2986","2001-10-30",1059.790039
"2987","2001-10-31",1059.780029
"2988","2001-11-01",1084.099976
"2989","2001-11-02",1087.199951
"2990","2001-11-05",1102.839966
"2991","2001-11-06",1118.859985
"2992","2001-11-07",1115.800049
"2993","2001-11-08",1118.540039
"2994","2001-11-09",1120.310059
"2995","2001-11-12",1118.329956
"2996","2001-11-13",1139.089966
"2997","2001-11-14",1141.209961
"2998","2001-11-15",1142.23999
"2999","2001-11-16",1138.650024
"3000","2001-11-19",1151.060059
"3001","2001-11-20",1142.660034
"3002","2001-11-21",1137.030029
"3003","2001-11-23",1150.339966
"3004","2001-11-26",1157.420044
"3005","2001-11-27",1149.5
"3006","2001-11-28",1128.52002
"3007","2001-11-29",1140.199951
"3008","2001-11-30",1139.449951
"3009","2001-12-03",1129.900024
"3010","2001-12-04",1144.800049
"3011","2001-12-05",1170.349976
"3012","2001-12-06",1167.099976
"3013","2001-12-07",1158.310059
"3014","2001-12-10",1139.930054
"3015","2001-12-11",1136.76001
"3016","2001-12-12",1137.069946
"3017","2001-12-13",1119.380005
"3018","2001-12-14",1123.089966
"3019","2001-12-17",1134.359985
"3020","2001-12-18",1142.920044
"3021","2001-12-19",1149.560059
"3022","2001-12-20",1139.930054
"3023","2001-12-21",1144.890015
"3024","2001-12-24",1144.650024
"3025","2001-12-26",1149.369995
"3026","2001-12-27",1157.130005
"3027","2001-12-28",1161.02002
"3028","2001-12-31",1148.079956
"3029","2002-01-02",1154.670044
"3030","2002-01-03",1165.27002
"3031","2002-01-04",1172.51001
"3032","2002-01-07",1164.890015
"3033","2002-01-08",1160.709961
"3034","2002-01-09",1155.140015
"3035","2002-01-10",1156.550049
"3036","2002-01-11",1145.599976
"3037","2002-01-14",1138.410034
"3038","2002-01-15",1146.189941
"3039","2002-01-16",1127.569946
"3040","2002-01-17",1138.880005
"3041","2002-01-18",1127.579956
"3042","2002-01-22",1119.310059
"3043","2002-01-23",1128.180054
"3044","2002-01-24",1132.150024
"3045","2002-01-25",1133.280029
"3046","2002-01-28",1133.060059
"3047","2002-01-29",1100.640015
"3048","2002-01-30",1113.569946
"3049","2002-01-31",1130.199951
"3050","2002-02-01",1122.199951
"3051","2002-02-04",1094.439941
"3052","2002-02-05",1090.02002
"3053","2002-02-06",1083.51001
"3054","2002-02-07",1080.170044
"3055","2002-02-08",1096.219971
"3056","2002-02-11",1111.939941
"3057","2002-02-12",1107.5
"3058","2002-02-13",1118.51001
"3059","2002-02-14",1116.47998
"3060","2002-02-15",1104.180054
"3061","2002-02-19",1083.339966
"3062","2002-02-20",1097.97998
"3063","2002-02-21",1080.949951
"3064","2002-02-22",1089.839966
"3065","2002-02-25",1109.430054
"3066","2002-02-26",1109.380005
"3067","2002-02-27",1109.890015
"3068","2002-02-28",1106.72998
"3069","2002-03-01",1131.780029
"3070","2002-03-04",1153.839966
"3071","2002-03-05",1146.140015
"3072","2002-03-06",1162.77002
"3073","2002-03-07",1157.540039
"3074","2002-03-08",1164.310059
"3075","2002-03-11",1168.26001
"3076","2002-03-12",1165.579956
"3077","2002-03-13",1154.089966
"3078","2002-03-14",1153.040039
"3079","2002-03-15",1166.160034
"3080","2002-03-18",1165.550049
"3081","2002-03-19",1170.290039
"3082","2002-03-20",1151.849976
"3083","2002-03-21",1153.589966
"3084","2002-03-22",1148.699951
"3085","2002-03-25",1131.869995
"3086","2002-03-26",1138.48999
"3087","2002-03-27",1144.579956
"3088","2002-03-28",1147.390015
"3089","2002-04-01",1146.540039
"3090","2002-04-02",1136.76001
"3091","2002-04-03",1125.400024
"3092","2002-04-04",1126.339966
"3093","2002-04-05",1122.72998
"3094","2002-04-08",1125.290039
"3095","2002-04-09",1117.800049
"3096","2002-04-10",1130.469971
"3097","2002-04-11",1103.689941
"3098","2002-04-12",1111.01001
"3099","2002-04-15",1102.550049
"3100","2002-04-16",1128.369995
"3101","2002-04-17",1126.069946
"3102","2002-04-18",1124.469971
"3103","2002-04-19",1125.170044
"3104","2002-04-22",1107.829956
"3105","2002-04-23",1100.959961
"3106","2002-04-24",1093.140015
"3107","2002-04-25",1091.47998
"3108","2002-04-26",1076.319946
"3109","2002-04-29",1065.449951
"3110","2002-04-30",1076.920044
"3111","2002-05-01",1086.459961
"3112","2002-05-02",1084.560059
"3113","2002-05-03",1073.430054
"3114","2002-05-06",1052.670044
"3115","2002-05-07",1049.48999
"3116","2002-05-08",1088.849976
"3117","2002-05-09",1073.01001
"3118","2002-05-10",1054.98999
"3119","2002-05-13",1074.560059
"3120","2002-05-14",1097.280029
"3121","2002-05-15",1091.069946
"3122","2002-05-16",1098.22998
"3123","2002-05-17",1106.589966
"3124","2002-05-20",1091.880005
"3125","2002-05-21",1079.880005
"3126","2002-05-22",1086.02002
"3127","2002-05-23",1097.079956
"3128","2002-05-24",1083.819946
"3129","2002-05-28",1074.550049
"3130","2002-05-29",1067.660034
"3131","2002-05-30",1064.660034
"3132","2002-05-31",1067.140015
"3133","2002-06-03",1040.680054
"3134","2002-06-04",1040.689941
"3135","2002-06-05",1049.900024
"3136","2002-06-06",1029.150024
"3137","2002-06-07",1027.530029
"3138","2002-06-10",1030.73999
"3139","2002-06-11",1013.599976
"3140","2002-06-12",1020.26001
"3141","2002-06-13",1009.559998
"3142","2002-06-14",1007.27002
"3143","2002-06-17",1036.170044
"3144","2002-06-18",1037.140015
"3145","2002-06-19",1019.98999
"3146","2002-06-20",1006.289978
"3147","2002-06-21",989.140015
"3148","2002-06-24",992.719971
"3149","2002-06-25",976.140015
"3150","2002-06-26",973.530029
"3151","2002-06-27",990.640015
"3152","2002-06-28",989.820007
"3153","2002-07-01",968.650024
"3154","2002-07-02",948.090027
"3155","2002-07-03",953.98999
"3156","2002-07-05",989.030029
"3157","2002-07-08",976.97998
"3158","2002-07-09",952.830017
"3159","2002-07-10",920.469971
"3160","2002-07-11",927.369995
"3161","2002-07-12",921.390015
"3162","2002-07-15",917.929993
"3163","2002-07-16",900.940002
"3164","2002-07-17",906.039978
"3165","2002-07-18",881.559998
"3166","2002-07-19",847.75
"3167","2002-07-22",819.849976
"3168","2002-07-23",797.700012
"3169","2002-07-24",843.429993
"3170","2002-07-25",838.679993
"3171","2002-07-26",852.840027
"3172","2002-07-29",898.960022
"3173","2002-07-30",902.780029
"3174","2002-07-31",911.619995
"3175","2002-08-01",884.659973
"3176","2002-08-02",864.23999
"3177","2002-08-05",834.599976
"3178","2002-08-06",859.570007
"3179","2002-08-07",876.77002
"3180","2002-08-08",905.460022
"3181","2002-08-09",908.640015
"3182","2002-08-12",903.799988
"3183","2002-08-13",884.210022
"3184","2002-08-14",919.619995
"3185","2002-08-15",930.25
"3186","2002-08-16",928.77002
"3187","2002-08-19",950.700012
"3188","2002-08-20",937.429993
"3189","2002-08-21",949.359985
"3190","2002-08-22",962.700012
"3191","2002-08-23",940.859985
"3192","2002-08-26",947.950012
"3193","2002-08-27",934.820007
"3194","2002-08-28",917.869995
"3195","2002-08-29",917.799988
"3196","2002-08-30",916.070007
"3197","2002-09-03",878.02002
"3198","2002-09-04",893.400024
"3199","2002-09-05",879.150024
"3200","2002-09-06",893.919983
"3201","2002-09-09",902.960022
"3202","2002-09-10",909.580017
"3203","2002-09-11",909.450012
"3204","2002-09-12",886.909973
"3205","2002-09-13",889.809998
"3206","2002-09-16",891.099976
"3207","2002-09-17",873.52002
"3208","2002-09-18",869.460022
"3209","2002-09-19",843.320007
"3210","2002-09-20",845.390015
"3211","2002-09-23",833.700012
"3212","2002-09-24",819.289978
"3213","2002-09-25",839.659973
"3214","2002-09-26",854.950012
"3215","2002-09-27",827.369995
"3216","2002-09-30",815.280029
"3217","2002-10-01",847.909973
"3218","2002-10-02",827.909973
"3219","2002-10-03",818.950012
"3220","2002-10-04",800.580017
"3221","2002-10-07",785.280029
"3222","2002-10-08",798.549988
"3223","2002-10-09",776.76001
"3224","2002-10-10",803.919983
"3225","2002-10-11",835.320007
"3226","2002-10-14",841.440002
"3227","2002-10-15",881.27002
"3228","2002-10-16",860.02002
"3229","2002-10-17",879.200012
"3230","2002-10-18",884.390015
"3231","2002-10-21",899.719971
"3232","2002-10-22",890.159973
"3233","2002-10-23",896.140015
"3234","2002-10-24",882.5
"3235","2002-10-25",897.650024
"3236","2002-10-28",890.22998
"3237","2002-10-29",882.150024
"3238","2002-10-30",890.710022
"3239","2002-10-31",885.76001
"3240","2002-11-01",900.960022
"3241","2002-11-04",908.349976
"3242","2002-11-05",915.390015
"3243","2002-11-06",923.76001
"3244","2002-11-07",902.650024
"3245","2002-11-08",894.73999
"3246","2002-11-11",876.190002
"3247","2002-11-12",882.950012
"3248","2002-11-13",882.530029
"3249","2002-11-14",904.27002
"3250","2002-11-15",909.830017
"3251","2002-11-18",900.359985
"3252","2002-11-19",896.73999
"3253","2002-11-20",914.150024
"3254","2002-11-21",933.76001
"3255","2002-11-22",930.549988
"3256","2002-11-25",932.869995
"3257","2002-11-26",913.309998
"3258","2002-11-27",938.869995
"3259","2002-11-29",936.309998
"3260","2002-12-02",934.530029
"3261","2002-12-03",920.75
"3262","2002-12-04",917.580017
"3263","2002-12-05",906.549988
"3264","2002-12-06",912.22998
"3265","2002-12-09",892
"3266","2002-12-10",904.450012
"3267","2002-12-11",904.960022
"3268","2002-12-12",901.580017
"3269","2002-12-13",889.47998
"3270","2002-12-16",910.400024
"3271","2002-12-17",902.98999
"3272","2002-12-18",891.119995
"3273","2002-12-19",884.25
"3274","2002-12-20",895.76001
"3275","2002-12-23",897.380005
"3276","2002-12-24",892.469971
"3277","2002-12-26",889.659973
"3278","2002-12-27",875.400024
"3279","2002-12-30",879.390015
"3280","2002-12-31",879.820007
"3281","2003-01-02",909.030029
"3282","2003-01-03",908.590027
"3283","2003-01-06",929.01001
"3284","2003-01-07",922.929993
"3285","2003-01-08",909.929993
"3286","2003-01-09",927.570007
"3287","2003-01-10",927.570007
"3288","2003-01-13",926.26001
"3289","2003-01-14",931.659973
"3290","2003-01-15",918.219971
"3291","2003-01-16",914.599976
"3292","2003-01-17",901.780029
"3293","2003-01-21",887.619995
"3294","2003-01-22",878.359985
"3295","2003-01-23",887.340027
"3296","2003-01-24",861.400024
"3297","2003-01-27",847.47998
"3298","2003-01-28",858.539978
"3299","2003-01-29",864.359985
"3300","2003-01-30",844.609985
"3301","2003-01-31",855.700012
"3302","2003-02-03",860.320007
"3303","2003-02-04",848.200012
"3304","2003-02-05",843.590027
"3305","2003-02-06",838.150024
"3306","2003-02-07",829.690002
"3307","2003-02-10",835.969971
"3308","2003-02-11",829.200012
"3309","2003-02-12",818.679993
"3310","2003-02-13",817.369995
"3311","2003-02-14",834.890015
"3312","2003-02-18",851.169983
"3313","2003-02-19",845.130005
"3314","2003-02-20",837.099976
"3315","2003-02-21",848.169983
"3316","2003-02-24",832.580017
"3317","2003-02-25",838.570007
"3318","2003-02-26",827.549988
"3319","2003-02-27",837.280029
"3320","2003-02-28",841.150024
"3321","2003-03-03",834.809998
"3322","2003-03-04",821.98999
"3323","2003-03-05",829.849976
"3324","2003-03-06",822.099976
"3325","2003-03-07",828.890015
"3326","2003-03-10",807.47998
"3327","2003-03-11",800.72998
"3328","2003-03-12",804.190002
"3329","2003-03-13",831.900024
"3330","2003-03-14",833.27002
"3331","2003-03-17",862.789978
"3332","2003-03-18",866.450012
"3333","2003-03-19",874.02002
"3334","2003-03-20",875.669983
"3335","2003-03-21",895.789978
"3336","2003-03-24",864.22998
"3337","2003-03-25",874.73999
"3338","2003-03-26",869.950012
"3339","2003-03-27",868.52002
"3340","2003-03-28",863.5
"3341","2003-03-31",848.179993
"3342","2003-04-01",858.47998
"3343","2003-04-02",880.900024
"3344","2003-04-03",876.450012
"3345","2003-04-04",878.849976
"3346","2003-04-07",879.929993
"3347","2003-04-08",878.289978
"3348","2003-04-09",865.98999
"3349","2003-04-10",871.580017
"3350","2003-04-11",868.299988
"3351","2003-04-14",885.22998
"3352","2003-04-15",890.809998
"3353","2003-04-16",879.909973
"3354","2003-04-17",893.580017
"3355","2003-04-21",892.01001
"3356","2003-04-22",911.369995
"3357","2003-04-23",919.02002
"3358","2003-04-24",911.429993
"3359","2003-04-25",898.809998
"3360","2003-04-28",914.840027
"3361","2003-04-29",917.840027
"3362","2003-04-30",916.919983
"3363","2003-05-01",916.299988
"3364","2003-05-02",930.080017
"3365","2003-05-05",926.549988
